Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,OrderFrequency,CustomerValue,InactivityScore,ComplaintRate,EngagementScore
0,1.0,1,1,12.0,4,0,3.0,4,4,4,2,3,1,13.0,1.0,2.0,3.0,149.78,1.0,299.56,1.5,0.3333333333333333,6.0
1,9.0,0,1,16.0,0,0,3.0,4,4,4,2,2,1,25.0,1.0,1.0,0.0,118.59,0.2857142857142857,118.59,0.4705882352941176,0.5,3.0
0,21.0,1,1,9.0,6,0,3.0,4,1,1,1,3,1,15.0,4.0,4.0,1.0,292.52,0.1818181818181818,1170.08,0.0454545454545454,0.2,12.0
0,11.0,0,1,13.0,0,0,2.0,4,3,4,2,2,0,22.0,0.0,3.0,3.0,124.4,0.25,373.2000000000001,0.25,0.0,6.0
0,1.0,2,1,10.0,4,0,3.0,4,4,1,1,3,0,22.0,2.0,2.0,1.0,145.61,1.0,291.22,0.5,0.0,6.0
0,2.0,1,1,34.0,3,0,3.0,6,2,5,1,2,0,22.0,2.0,2.0,1.0,25.0,0.6666666666666666,50.0,0.3333333333333333,0.0,6.0
1,20.0,1,1,13.0,3,0,2.0,4,0,5,1,8,1,14.0,1.0,5.0,9.0,200.08,0.238095238095238,1000.4,0.4285714285714285,0.1666666666666666,10.0
0,4.0,1,3,17.0,5,1,4.0,5,2,3,0,3,0,19.0,2.0,2.0,5.0,190.78,0.4,381.56,1.0,0.0,8.0
0,13.0,1,3,10.0,5,1,3.0,4,0,1,1,8,0,11.0,1.0,2.0,11.0,208.55,0.1428571428571428,417.1,0.7857142857142857,0.0,6.0
0,31.0,2,1,30.0,4,1,3.0,4,4,3,1,3,0,13.0,3.0,3.0,3.0,148.72,0.09375,446.16,0.09375,0.0,9.0
0,10.0,1,1,16.0,3,1,3.0,5,2,4,1,4,1,12.0,2.0,2.0,3.0,213.47,0.1818181818181818,426.94,0.4705882352941176,0.3333333333333333,6.0
0,4.0,1,3,14.0,5,0,4.0,4,2,5,1,9,0,15.0,2.0,2.0,3.0,172.79,0.4,345.58,0.6,0.0,8.0
0,14.0,1,2,13.0,3,1,3.0,4,1,1,2,3,1,22.0,1.0,8.0,8.0,289.37,0.5333333333333333,2314.96,0.5333333333333333,0.1111111111111111,24.0
0,11.0,1,3,6.0,4,0,2.0,4,2,2,2,5,0,22.0,1.0,1.0,1.0,186.86,0.0833333333333333,186.86,0.0833333333333333,0.0,2.0
0,18.0,0,1,30.0,3,1,4.0,4,2,4,1,6,0,13.0,1.0,2.0,3.0,145.42,0.1052631578947368,290.84,0.1578947368421052,0.0,8.0
0,8.0,0,3,14.0,5,0,3.0,4,0,1,1,5,1,11.0,3.0,4.0,12.0,203.77,0.4444444444444444,815.08,1.3333333333333333,0.2,12.0
0,20.0,1,1,8.0,6,0,2.0,3,1,2,0,2,1,11.0,1.0,3.0,0.0,267.52,0.1428571428571428,802.56,0.0,0.25,6.0
0,22.0,2,1,27.0,3,1,3.0,4,4,3,0,6,0,18.0,1.0,2.0,1.0,147.59,0.0869565217391304,295.18,0.0434782608695652,0.0,6.0
0,3.0,1,1,10.0,3,1,4.0,5,0,3,0,3,0,19.0,2.0,2.0,8.0,244.35,0.2857142857142857,322.34,2.0,0.0,6.0
0,6.0,0,3,13.0,3,1,2.0,3,2,5,0,1,0,14.0,0.0,1.0,3.0,143.73,0.1428571428571428,143.73,0.4285714285714285,0.0,2.0
0,14.0,0,3,16.0,3,1,2.0,5,2,4,2,2,0,13.0,3.0,11.0,9.0,161.51,0.7333333333333333,1776.61,0.6,0.0,22.0
0,8.0,2,2,14.0,1,1,3.0,3,4,3,2,2,0,17.0,0.0,1.0,4.0,143.23,0.1111111111111111,143.23,0.4444444444444444,0.0,3.0
0,25.0,1,1,5.0,4,1,2.0,3,0,4,2,8,0,19.0,2.0,4.0,0.0,204.45,0.1538461538461538,817.8,0.0,0.0,8.0
0,6.0,1,3,14.0,5,1,2.0,3,2,3,1,1,0,12.0,1.0,1.0,2.0,171.04,0.1428571428571428,171.04,0.2857142857142857,0.0,2.0
1,0.0,1,3,10.0,3,1,2.0,5,0,2,0,2,0,11.0,7.0,9.0,8.0,204.0,9.0,1836.0,8.0,0.0,18.0
0,18.0,0,1,31.0,3,1,3.0,6,4,3,2,4,0,15.0,1.0,2.0,5.0,162.08,0.1052631578947368,324.16,0.2631578947368421,0.0,6.0
0,9.0,1,1,14.0,6,1,3.0,4,0,3,2,5,0,22.0,1.0,2.0,3.0,227.21,0.2,454.42,0.4705882352941176,0.0,6.0
0,27.0,1,3,7.0,3,0,3.0,4,2,5,2,9,0,21.0,5.0,9.0,11.0,208.81,0.3214285714285714,1879.29,0.3928571428571428,0.0,27.0
0,4.0,1,3,13.0,1,1,3.0,2,2,2,0,5,0,11.0,3.0,7.0,7.0,169.29,1.4,1185.03,1.4,0.0,21.0
0,17.0,0,1,17.0,4,0,3.0,5,2,3,1,3,0,12.0,1.0,2.0,1.0,177.57,0.1111111111111111,355.14,0.0555555555555555,0.0,6.0
0,2.0,0,1,7.0,3,1,3.0,4,4,3,2,2,1,12.0,1.0,2.0,3.0,146.54,0.6666666666666666,293.08,1.0,0.3333333333333333,6.0
0,7.0,1,1,35.0,4,1,4.0,4,2,3,1,3,1,13.0,5.0,6.0,8.0,177.07,0.75,1062.42,1.0,0.1428571428571428,24.0
0,3.0,1,1,23.0,3,0,3.0,3,0,5,1,2,1,23.0,1.0,1.0,3.0,219.16000000000005,0.25,219.16000000000005,0.4705882352941176,0.5,3.0
1,0.0,2,3,15.0,4,1,3.0,4,4,5,1,4,0,12.0,2.0,2.0,2.0,144.0,2.0,288.0,2.0,0.0,6.0
1,0.0,2,1,9.0,4,0,2.0,3,2,3,1,1,1,19.0,1.0,1.0,2.0,141.71,1.0,141.71,2.0,0.5,2.0
0,9.0,2,2,9.0,6,1,2.0,3,3,4,1,4,1,11.0,0.0,1.0,3.0,122.77,0.2857142857142857,122.77,0.4705882352941176,0.5,2.0
0,1.0,0,1,8.0,4,0,4.0,4,4,1,2,3,0,16.0,2.0,2.0,1.0,141.11,1.0,282.22,0.5,0.0,8.0
0,16.0,1,1,19.0,3,1,3.0,4,4,4,1,10,0,23.0,2.0,2.0,5.0,152.66,0.1176470588235294,305.32,0.2941176470588235,0.0,6.0
0,14.0,0,1,23.0,4,1,4.0,4,4,3,1,11,0,17.0,2.0,2.0,1.0,160.44,0.1333333333333333,320.88,0.0666666666666666,0.0,8.0
1,8.0,1,3,8.0,5,0,3.0,5,5,4,2,3,1,16.0,1.0,1.0,11.0,288.24,0.1111111111111111,288.24,1.2222222222222223,0.5,3.0
0,3.0,2,1,13.0,4,1,2.0,3,2,3,1,2,0,13.0,4.0,8.0,9.0,134.91,2.0,1079.28,2.25,0.0,16.0
0,8.0,1,3,9.0,4,1,3.0,3,0,1,1,7,0,13.0,0.0,1.0,8.0,178.23,0.1111111111111111,178.23,0.8888888888888888,0.0,3.0
0,24.0,1,1,13.0,3,1,2.0,4,2,3,1,3,0,17.0,1.0,1.0,0.0,161.32,0.04,161.32,0.0,0.0,2.0
0,21.0,1,3,9.0,4,0,3.0,2,1,4,1,8,0,15.0,1.0,2.0,3.0,284.72,0.0909090909090909,569.44,0.1363636363636363,0.0,6.0
0,3.0,1,1,14.0,4,1,3.0,4,2,2,1,3,1,12.0,1.0,2.0,1.0,191.23,0.5,382.46,0.25,0.3333333333333333,6.0
0,6.0,1,3,16.0,5,1,2.0,1,0,3,1,1,1,14.0,1.0,1.0,8.0,183.8,0.1428571428571428,183.8,1.1428571428571428,0.5,2.0
0,1.0,1,1,8.0,1,1,3.0,4,4,1,1,6,0,12.0,1.0,2.0,3.0,157.29,1.0,314.58,1.5,0.0,6.0
0,18.0,1,1,7.0,4,1,4.0,2,2,5,1,4,0,16.0,3.0,3.0,3.0,175.33,0.1578947368421052,525.99,0.1578947368421052,0.0,12.0
0,8.0,1,1,12.0,3,0,3.0,5,0,5,2,4,0,13.0,3.0,2.0,9.0,241.31,0.2857142857142857,322.34,1.0,0.0,6.0
0,8.0,1,3,10.0,4,0,3.0,6,2,1,2,7,0,13.0,2.0,3.0,3.0,185.29,0.3333333333333333,555.87,0.3333333333333333,0.0,9.0
0,7.0,0,1,8.0,4,1,3.0,3,2,3,2,3,0,11.0,1.0,1.0,2.0,140.33,0.125,140.33,0.25,0.0,3.0
0,17.0,0,1,28.0,3,1,4.0,4,4,1,1,9,0,21.0,2.0,2.0,3.0,147.58,0.1111111111111111,295.16,0.1666666666666666,0.0,8.0
0,8.0,1,1,10.0,4,0,4.0,4,2,4,1,3,0,13.0,2.0,8.0,10.0,179.33,0.8888888888888888,1434.64,1.1111111111111112,0.0,32.0
0,25.0,1,3,9.0,5,1,2.0,4,1,5,1,2,0,11.0,1.0,1.0,16.0,268.56,0.0384615384615384,268.56,0.6153846153846154,0.0,2.0
0,11.0,1,1,31.0,4,0,2.0,4,0,4,0,4,0,17.0,1.0,1.0,3.0,220.61,0.0833333333333333,220.61,0.4705882352941176,0.0,2.0
0,21.0,1,3,22.0,4,0,3.0,3,2,3,1,9,0,14.0,7.0,7.0,7.0,164.39,0.3181818181818182,1150.73,0.3181818181818182,0.0,21.0
0,23.0,1,3,15.0,2,1,3.0,5,1,4,0,8,0,18.0,2.0,2.0,4.0,256.2,0.2857142857142857,322.34,0.1666666666666666,0.0,6.0
0,21.0,0,1,7.0,3,0,4.0,4,0,4,1,2,0,19.0,1.0,2.0,13.0,244.57,0.2857142857142857,322.34,0.5909090909090909,0.0,6.0
0,29.0,1,1,15.0,3,1,2.0,3,1,2,0,8,0,11.0,0.0,1.0,3.0,211.03,0.0333333333333333,211.03,0.4705882352941176,0.0,2.0
0,14.0,1,3,17.0,5,1,4.0,5,0,4,1,4,0,13.0,2.0,2.0,3.0,222.05,0.1333333333333333,444.1,0.4705882352941176,0.0,8.0
0,13.0,1,2,12.0,3,1,2.0,3,1,1,2,2,1,21.0,1.0,7.0,7.0,264.37,0.5,1850.59,0.5,0.125,14.0
0,4.0,2,1,14.0,4,0,3.0,3,2,1,2,2,0,23.0,1.0,1.0,8.0,144.24,0.2,144.24,1.6,0.0,3.0
0,7.0,1,1,15.0,4,1,2.0,3,0,1,1,1,0,11.0,0.0,1.0,6.0,185.0,0.125,185.0,0.75,0.0,2.0
0,15.0,1,3,16.0,4,1,4.0,4,0,3,1,5,1,14.0,1.0,2.0,8.0,206.89,0.125,413.78,0.5,0.3333333333333333,8.0
1,0.0,0,2,29.0,6,0,2.0,3,0,5,1,10,1,15.0,1.0,1.0,2.0,199.5,1.0,199.5,2.0,0.5,2.0
0,0.0,2,1,16.0,3,1,3.0,1,3,3,2,2,0,18.0,0.0,1.0,2.0,135.05,1.0,135.05,2.0,0.0,3.0
0,5.0,1,3,9.0,4,1,4.0,4,2,2,2,6,1,14.0,2.0,2.0,6.0,190.82,0.3333333333333333,381.64,1.0,0.3333333333333333,8.0
0,14.0,2,1,12.0,3,1,2.0,3,4,5,2,3,1,13.0,1.0,2.0,17.0,147.21,0.1333333333333333,294.42,1.1333333333333333,0.3333333333333333,4.0
0,12.0,0,3,27.0,4,0,2.0,5,2,3,1,7,0,19.0,0.0,1.0,2.0,157.36,0.0769230769230769,157.36,0.1538461538461538,0.0,2.0
0,2.0,0,1,16.0,4,0,3.0,3,3,4,1,1,0,14.0,1.0,1.0,1.0,132.91,0.3333333333333333,132.91,0.3333333333333333,0.0,3.0
0,12.0,1,1,24.0,4,0,4.0,5,0,3,1,2,0,19.0,2.0,2.0,3.0,213.23,0.1538461538461538,426.46,0.4705882352941176,0.0,8.0
0,2.0,2,1,25.0,1,1,2.0,3,2,2,1,5,0,12.0,0.0,1.0,2.0,142.62,0.3333333333333333,142.62,0.6666666666666666,0.0,2.0
0,11.0,1,3,16.0,5,1,3.0,4,0,3,1,1,1,14.0,1.0,2.0,7.0,187.4,0.1666666666666666,374.8,0.5833333333333334,0.3333333333333333,6.0
0,1.0,0,3,7.0,3,1,3.0,5,2,5,2,3,0,13.0,2.0,2.0,8.0,167.94,1.0,335.88,4.0,0.0,6.0
0,12.0,0,3,27.0,4,0,2.0,5,2,3,1,7,0,19.0,0.0,1.0,2.0,157.36,0.0769230769230769,157.36,0.1538461538461538,0.0,2.0
1,0.0,2,3,26.0,4,0,3.0,5,2,3,0,4,1,11.0,1.0,2.0,2.0,145.59,2.0,291.18,2.0,0.3333333333333333,6.0
0,0.0,2,1,13.0,4,0,2.0,3,3,4,2,2,1,12.0,0.0,1.0,2.0,124.78,1.0,124.78,2.0,0.5,2.0
0,16.0,1,3,7.0,4,1,3.0,4,2,3,0,3,0,26.0,5.0,12.0,7.0,174.07,0.7058823529411765,2088.84,0.4117647058823529,0.0,36.0
0,9.0,0,1,22.0,0,1,2.0,3,3,3,2,2,0,14.0,0.0,1.0,4.0,121.44,0.2857142857142857,121.44,0.4705882352941176,0.0,2.0
0,1.0,2,1,16.0,3,0,3.0,4,4,4,2,3,0,17.0,2.0,2.0,4.0,147.79,1.0,295.58,2.0,0.0,6.0
0,11.0,0,1,12.0,4,1,3.0,4,2,3,1,3,0,11.0,2.0,7.0,7.0,153.21,0.5833333333333334,1072.47,0.5833333333333334,0.0,21.0
1,0.0,0,1,6.0,4,0,3.0,1,0,4,2,2,0,11.0,3.0,4.0,7.0,174.46,4.0,697.84,7.0,0.0,12.0
0,9.0,0,1,24.0,4,1,3.0,3,2,2,2,3,0,20.0,1.0,1.0,9.0,177.79,0.1,177.79,0.9,0.0,3.0
0,12.0,0,1,9.0,4,0,4.0,2,2,5,2,8,1,13.0,5.0,5.0,13.0,184.8,0.3846153846153846,924.0,1.0,0.1666666666666666,20.0
1,4.0,1,3,29.0,5,1,4.0,5,2,3,1,4,1,13.0,2.0,2.0,1.0,188.8,0.4,377.6,0.2,0.3333333333333333,8.0
0,4.0,0,1,9.0,0,1,3.0,3,3,5,1,2,1,13.0,0.0,2.0,3.0,130.65,0.4,261.3,0.6,0.3333333333333333,6.0
0,21.0,1,3,13.0,5,1,3.0,3,2,5,1,5,0,11.0,1.0,2.0,2.0,154.86,0.0909090909090909,309.72,0.0909090909090909,0.0,6.0
0,3.0,1,1,8.0,4,0,4.0,4,4,1,1,3,0,16.0,2.0,2.0,3.0,162.6,0.5,325.2,0.75,0.0,8.0
0,11.0,0,3,16.0,1,0,2.0,3,2,1,2,2,1,13.0,1.0,1.0,3.0,156.66,0.0833333333333333,156.66,0.25,0.5,2.0
0,14.0,0,1,9.0,3,0,3.0,2,2,4,0,3,0,25.0,1.0,4.0,8.0,167.44,0.2666666666666666,669.76,0.5333333333333333,0.0,12.0
0,4.0,0,1,7.0,4,1,3.0,5,0,3,2,3,0,23.0,3.0,6.0,3.0,209.74,1.2,1258.44,0.4705882352941176,0.0,18.0
0,10.0,0,1,16.0,4,1,4.0,2,4,4,1,3,0,23.0,2.0,2.0,3.0,153.1,0.1818181818181818,306.2,0.2727272727272727,0.0,8.0
0,29.0,0,1,6.0,4,1,2.0,3,2,3,1,2,0,21.0,0.0,1.0,9.0,163.06,0.0333333333333333,163.06,0.3,0.0,2.0
0,0.0,1,3,32.0,3,0,2.0,3,2,1,2,2,0,23.0,0.0,1.0,4.0,161.8,1.0,161.8,4.0,0.0,2.0
1,20.0,2,1,14.0,1,1,4.0,4,4,3,1,10,0,12.0,7.0,10.0,9.0,148.39,0.4761904761904761,1483.9,0.4285714285714285,0.0,40.0
0,6.0,2,1,9.0,1,1,3.0,5,2,5,2,6,0,14.0,1.0,2.0,5.0,146.76,0.2857142857142857,293.52,0.7142857142857143,0.0,6.0
0,1.0,1,3,15.0,4,1,3.0,2,2,4,1,2,0,23.0,2.0,2.0,3.0,173.51,1.0,347.02,1.5,0.0,6.0
0,6.0,1,1,9.0,3,1,3.0,4,2,4,1,2,0,14.0,1.0,2.0,7.0,179.7,0.2857142857142857,359.4,1.0,0.0,6.0
0,9.0,0,1,9.0,0,0,3.0,3,3,3,1,2,0,20.0,1.0,1.0,0.0,120.83,0.2857142857142857,120.83,0.4705882352941176,0.0,3.0
0,11.0,2,1,7.0,4,0,3.0,4,4,2,2,3,0,13.0,2.0,6.0,8.0,146.15,0.5,876.9000000000001,0.6666666666666666,0.0,18.0
0,10.0,1,3,9.0,4,1,4.0,4,4,1,2,5,1,22.0,1.0,2.0,3.0,151.44,0.1818181818181818,302.88,0.2727272727272727,0.3333333333333333,8.0
0,10.0,1,1,14.0,6,1,4.0,4,4,1,2,4,0,19.0,2.0,2.0,2.0,171.78,0.1818181818181818,343.56,0.1818181818181818,0.0,8.0
0,27.0,1,3,14.0,5,0,4.0,5,0,1,1,9,1,19.0,1.0,2.0,5.0,234.34,0.2857142857142857,322.34,0.1785714285714285,0.0,6.0
0,19.0,1,1,9.0,6,0,3.0,5,2,1,1,3,0,20.0,3.0,4.0,10.0,182.7,0.2,730.8,0.5,0.0,12.0
0,9.0,1,1,34.0,3,0,3.0,5,4,5,2,3,0,12.0,2.0,2.0,2.0,150.59,0.2,301.18,0.2,0.0,6.0
0,14.0,0,1,16.0,6,1,3.0,4,2,3,1,5,0,12.0,2.0,2.0,8.0,164.75,0.1333333333333333,329.5,0.5333333333333333,0.0,6.0
0,10.0,1,3,24.0,5,1,3.0,5,2,4,1,4,0,17.0,2.0,2.0,4.0,180.07,0.1818181818181818,360.14,0.3636363636363636,0.0,6.0
1,1.0,1,3,16.0,5,0,3.0,6,4,4,2,3,0,14.0,2.0,3.0,3.0,152.6,1.5,457.8,1.5,0.0,9.0
1,1.0,0,1,36.0,3,1,4.0,5,4,4,2,2,0,12.0,2.0,2.0,5.0,159.79,1.0,319.58,2.5,0.0,8.0
0,11.0,1,3,13.0,3,1,4.0,4,2,1,1,6,0,15.0,2.0,2.0,2.0,190.02,0.1666666666666666,380.04,0.1666666666666666,0.0,8.0
0,27.0,1,2,25.0,3,1,2.0,3,0,4,1,3,0,15.0,2.0,7.0,1.0,207.25,0.25,1450.75,0.0357142857142857,0.0,14.0
1,13.0,0,3,7.0,4,1,3.0,3,2,3,1,8,0,12.0,1.0,1.0,1.0,167.28,0.0714285714285714,167.28,0.0714285714285714,0.0,3.0
0,1.0,2,3,20.0,3,1,3.0,4,4,3,0,3,0,12.0,2.0,2.0,7.0,145.96,1.0,291.92,3.5,0.0,6.0
0,8.0,0,3,5.0,4,1,3.0,3,0,5,1,2,0,22.0,0.0,1.0,8.0,190.69,0.1111111111111111,190.69,0.8888888888888888,0.0,3.0
0,5.0,1,1,9.0,4,1,4.0,4,4,3,1,3,0,15.0,1.0,2.0,4.0,159.77,0.3333333333333333,319.54,0.6666666666666666,0.0,8.0
0,16.0,1,1,9.0,4,1,3.0,4,5,3,1,7,0,15.0,1.0,5.0,15.0,313.8,0.2941176470588235,1569.0,0.8823529411764706,0.0,15.0
0,4.0,2,1,26.0,4,1,2.0,3,2,3,1,2,0,11.0,0.0,1.0,2.0,141.97,0.2,141.97,0.4,0.0,2.0
0,17.0,1,1,10.0,3,1,2.0,3,2,4,2,10,0,12.0,1.0,2.0,3.0,159.33,0.1111111111111111,318.66,0.1666666666666666,0.0,4.0
1,0.0,1,3,19.0,5,0,2.0,3,2,3,2,4,1,11.0,2.0,2.0,2.0,198.54,2.0,397.08,2.0,0.3333333333333333,4.0
0,12.0,0,2,17.0,6,1,4.0,4,2,3,1,5,0,12.0,1.0,2.0,3.0,185.77,0.1538461538461538,371.54,0.2307692307692307,0.0,8.0
0,9.0,2,1,11.0,0,1,2.0,1,3,3,1,3,1,12.0,0.0,1.0,3.0,121.27,0.2857142857142857,121.27,0.4705882352941176,0.5,2.0
0,1.0,0,1,9.0,3,1,3.0,4,4,1,2,4,0,14.0,1.0,2.0,3.0,150.8,1.0,301.6,1.5,0.0,6.0
0,19.0,1,3,10.0,5,0,2.0,4,5,4,1,3,0,14.0,1.0,1.0,8.0,287.89,0.05,287.89,0.4,0.0,2.0
0,16.0,1,1,21.0,4,1,3.0,4,1,3,1,2,0,24.0,1.0,6.0,11.0,276.03,0.3529411764705882,1656.1799999999998,0.6470588235294118,0.0,18.0
0,7.0,1,3,9.0,3,1,4.0,4,2,1,1,3,0,15.0,2.0,2.0,5.0,180.05,0.25,360.1,0.625,0.0,8.0
0,21.0,1,1,11.0,4,0,4.0,5,0,4,1,10,1,13.0,3.0,15.0,3.0,228.33,0.6818181818181818,3424.9500000000003,0.4705882352941176,0.0625,60.0
1,4.0,0,3,10.0,5,1,2.0,3,2,4,2,2,0,18.0,4.0,7.0,7.0,193.55,1.4,1354.85,1.4,0.0,14.0
0,20.0,1,3,7.0,4,1,3.0,2,1,5,2,3,0,15.0,2.0,2.0,13.0,300.67,0.0952380952380952,601.34,0.6190476190476191,0.0,6.0
0,8.0,1,3,21.0,1,0,3.0,4,4,3,1,3,1,19.0,2.0,2.0,7.0,150.79,0.2222222222222222,301.58,0.7777777777777778,0.3333333333333333,6.0
0,7.0,0,3,23.0,4,0,3.0,4,2,1,1,3,1,26.0,1.0,2.0,3.0,178.68,0.25,357.36,0.375,0.3333333333333333,6.0
0,9.0,2,1,9.0,4,1,3.0,4,3,2,0,4,0,17.0,0.0,1.0,0.0,121.77,0.2857142857142857,121.77,0.4705882352941176,0.0,3.0
1,9.0,1,1,9.0,4,1,2.0,3,4,3,2,2,0,13.0,0.0,1.0,0.0,114.2,0.2857142857142857,114.2,0.4705882352941176,0.0,2.0
0,9.0,2,1,14.0,4,1,2.0,1,3,1,1,2,0,19.0,1.0,1.0,1.0,122.69,0.2857142857142857,122.69,0.4705882352941176,0.0,2.0
0,7.0,1,1,8.0,1,0,3.0,3,2,1,2,2,0,11.0,4.0,4.0,11.0,166.87,0.5,667.48,1.375,0.0,12.0
0,18.0,0,1,30.0,3,1,4.0,4,2,4,1,6,0,13.0,1.0,2.0,3.0,145.42,0.1052631578947368,290.84,0.1578947368421052,0.0,8.0
0,4.0,0,3,8.0,6,1,2.0,3,2,5,2,8,0,13.0,1.0,1.0,3.0,153.32,0.2,153.32,0.6,0.0,2.0
0,20.0,1,1,25.0,3,0,3.0,4,2,3,1,4,0,15.0,2.0,2.0,9.0,173.1,0.0952380952380952,346.2,0.4285714285714285,0.0,6.0
1,0.0,0,3,25.0,5,1,3.0,2,2,2,2,9,1,13.0,1.0,1.0,4.0,153.04,1.0,153.04,4.0,0.5,3.0
0,8.0,1,1,36.0,3,1,3.0,4,2,3,1,6,0,14.0,6.0,8.0,8.0,179.29,0.8888888888888888,1434.32,0.8888888888888888,0.0,24.0
0,10.0,1,3,23.0,5,0,4.0,5,2,5,1,6,0,14.0,2.0,2.0,3.0,181.47,0.1818181818181818,362.94,0.2727272727272727,0.0,8.0
0,20.0,1,1,8.0,3,0,3.0,3,2,1,1,6,0,13.0,0.0,1.0,4.0,150.7,0.0476190476190476,150.7,0.1904761904761904,0.0,3.0
1,9.0,1,3,9.0,5,0,4.0,6,5,4,2,4,1,15.0,1.0,2.0,12.0,313.24,0.2,626.48,1.2,0.3333333333333333,8.0
0,21.0,1,1,6.0,4,1,3.0,4,5,2,2,7,0,12.0,1.0,1.0,0.0,282.65,0.0454545454545454,282.65,0.0,0.0,3.0
1,0.0,0,1,13.0,0,1,2.0,4,3,5,2,8,0,11.0,1.0,1.0,0.0,125.61,1.0,125.61,0.0,0.0,2.0
0,31.0,2,2,13.0,3,1,3.0,4,4,3,0,10,0,18.0,3.0,3.0,3.0,147.67,0.09375,443.01,0.09375,0.0,9.0
0,4.0,0,1,30.0,1,0,1.0,3,2,1,2,3,0,20.0,1.0,1.0,4.0,152.38,0.2,152.38,0.8,0.0,1.0
1,1.0,2,3,26.0,5,1,3.0,5,4,4,1,3,1,19.0,1.0,2.0,1.0,149.13,1.0,298.26,0.5,0.3333333333333333,6.0
0,19.0,2,1,9.0,4,0,4.0,5,4,3,2,3,0,15.0,2.0,2.0,1.0,147.74,0.1,295.48,0.05,0.0,8.0
0,24.0,1,1,11.0,4,1,4.0,4,5,4,1,5,0,15.0,1.0,2.0,7.0,316.44,0.08,632.88,0.28,0.0,8.0
0,27.0,2,3,13.0,5,1,3.0,4,2,3,0,4,1,21.0,1.0,5.0,6.0,148.06,0.1785714285714285,740.3,0.2142857142857142,0.1666666666666666,15.0
0,19.0,1,3,16.0,5,1,4.0,4,0,5,1,6,1,13.0,1.0,2.0,3.0,232.61,0.2857142857142857,322.34,0.15,0.0,6.0
0,16.0,1,1,9.0,3,1,4.0,5,4,4,1,6,0,15.0,2.0,2.0,1.0,173.41,0.1176470588235294,346.82,0.0588235294117647,0.0,8.0
0,26.0,2,1,19.0,3,0,2.0,1,2,5,1,2,0,11.0,1.0,1.0,3.0,144.5,0.037037037037037,144.5,0.1111111111111111,0.0,2.0
0,19.0,1,1,27.0,3,1,4.0,4,1,1,1,2,1,15.0,3.0,2.0,11.0,259.96,0.2857142857142857,322.34,0.55,0.0,6.0
1,0.0,1,3,6.0,4,1,3.0,4,2,5,1,2,0,11.0,3.0,6.0,7.0,197.14,6.0,1182.84,7.0,0.0,18.0
0,1.0,2,3,12.0,3,1,3.0,4,4,5,2,3,1,12.0,2.0,2.0,3.0,148.8,1.0,297.6,1.5,0.3333333333333333,6.0
0,15.0,1,3,11.0,5,0,3.0,4,0,3,1,2,1,14.0,6.0,14.0,3.0,229.47,0.875,3212.58,0.4705882352941176,0.0666666666666666,42.0
0,12.0,0,2,8.0,6,1,3.0,4,4,4,1,2,1,12.0,1.0,2.0,3.0,154.91,0.1538461538461538,309.82,0.2307692307692307,0.3333333333333333,6.0
0,5.0,1,1,7.0,3,1,3.0,4,4,4,2,3,0,18.0,2.0,2.0,1.0,150.01,0.3333333333333333,300.02,0.1666666666666666,0.0,6.0
0,0.0,2,1,16.0,3,1,3.0,2,3,3,2,2,0,18.0,1.0,1.0,2.0,135.05,1.0,135.05,2.0,0.0,3.0
0,10.0,0,1,10.0,3,1,2.0,4,4,4,2,6,0,13.0,5.0,8.0,3.0,145.88,0.7272727272727273,1167.04,0.2727272727272727,0.0,16.0
0,3.0,2,3,13.0,5,0,3.0,3,2,5,1,8,0,14.0,1.0,1.0,2.0,147.79,0.25,147.79,0.5,0.0,3.0
0,5.0,0,3,11.0,4,1,2.0,3,2,4,1,2,0,14.0,2.0,5.0,3.0,165.24,0.8333333333333334,826.2,0.5,0.0,10.0
0,11.0,1,1,10.0,6,0,3.0,4,2,4,2,5,0,16.0,2.0,2.0,2.0,166.07,0.1666666666666666,332.14,0.1666666666666666,0.0,6.0
0,10.0,0,3,7.0,3,1,2.0,5,2,1,1,2,0,14.0,1.0,1.0,3.0,195.25,0.0909090909090909,195.25,0.2727272727272727,0.0,2.0
0,16.0,0,3,33.0,5,0,4.0,4,1,4,1,7,0,15.0,4.0,2.0,9.0,260.25,0.2857142857142857,322.34,0.5294117647058824,0.0,6.0
0,9.0,1,3,22.0,5,0,3.0,4,2,5,0,5,0,13.0,1.0,1.0,2.0,156.47,0.1,156.47,0.2,0.0,3.0
1,1.0,2,1,17.0,4,0,3.0,5,4,5,2,3,0,14.0,2.0,2.0,1.0,139.16,1.0,278.32,0.5,0.0,6.0
0,10.0,1,1,6.0,1,0,2.0,3,0,1,2,5,0,17.0,1.0,1.0,2.0,174.91,0.0909090909090909,174.91,0.1818181818181818,0.0,2.0
0,8.0,1,3,35.0,5,0,4.0,5,2,3,1,3,0,22.0,2.0,2.0,8.0,192.12,0.2222222222222222,384.24,0.8888888888888888,0.0,8.0
